Time,Noisy current,Channels
4.62178,3.97112,0
4.62187,1.99805,0
4.62197,2.59746,0
4.62207,3.04702,0
4.62217,2.84722,0
4.62227,2.17288,0
4.62237,2.97209,0
4.62247,2.3477,0
4.62257,4.32078,0
4.62267,1.92312,0
4.62277,4.87024,0
4.62287,2.1479,0
4.62297,2.42263,0
4.62307,3.3717,0
4.62317,3.82126,0
4.62327,2.39766,0
4.62337,3.99609,0
4.62347,3.32175,0
4.62357,3.22185,0
4.62366,4.44565,0
4.62376,1.57346,0
4.62387,3.52156,0
4.62396,2.67239,0
4.62406,2.72234,0
4.62416,2.32273,0
4.62426,2.92214,0
4.62436,3.72136,0
4.62446,2.62244,0
4.62456,2.89717,0
4.62466,2.42263,0
4.62476,2.49756,0
4.62486,2.79726,0
4.62496,2.49756,0
4.62506,3.09697,0
4.62516,2.99707,0
4.62526,3.39668,0
4.62536,3.67141,0
4.62546,2.2478,0
4.62556,2.97209,0
4.62566,2.59746,0
4.62575,2.42263,0
4.62585,2.1479,0
4.62595,3.2718,0
4.62605,2.2478,0
4.62615,2.97209,0
4.62625,3.09697,0
4.62635,3.42165,0
4.62645,1.64839,0
4.62655,2.19785,0
4.62665,3.24683,0
4.62675,3.44663,0
4.62685,2.57248,0
4.62695,3.14692,0
4.62705,3.77131,0
4.62715,2.49756,0
4.62725,2.17288,0
4.62735,3.29678,0
4.62745,3.32175,0
4.62755,3.87121,0
4.62765,3.1719,0
4.62775,2.27278,0
4.62784,3.29678,0
4.62794,3.3717,0
4.62804,2.44761,0
4.62814,3.24683,0
4.62824,3.22185,0
4.62834,3.49658,0
4.62844,3.2718,0
4.62854,2.32273,0
4.62864,2.84722,0
4.62874,3.29678,0
4.62884,2.52253,0
4.62894,2.69736,0
4.62904,3.19687,0
4.62914,3.22185,0
4.62924,2.64741,0
4.62934,2.52253,0
4.62944,1.72331,0
4.62954,3.52156,0
4.62964,3.32175,0
4.62974,2.72234,0
4.62983,2.3477,0
4.62993,2.44761,0
4.63003,2.72234,0
4.63013,2.57248,0
4.63023,2.42263,0
4.63033,2.39766,0
4.63043,2.97209,0
4.63053,2.12293,0
4.63063,1.97307,0
4.63073,2.27278,0
4.63083,2.12293,0
4.63093,2.27278,0
4.63103,1.77327,0
4.63113,2.52253,0
4.63123,1.37366,0
4.63133,3.2718,0
4.63143,0.04995,0
4.63153,3.12195,0
4.63163,1.44858,0
4.63173,3.072,0
4.63182,1.52351,0
4.63192,3.42165,0
4.63202,2.02302,0
4.63212,3.14692,0
4.63222,2.87219,0
4.63232,3.24683,0
4.63242,1.82322,0
4.63252,1.99805,0
4.63262,3.32175,0
4.63272,3.49658,0
4.63282,3.47161,0
4.63292,4.17092,0
4.63302,3.02205,0
4.63312,3.2718,0
4.63322,1.34868,0
4.63332,2.39766,0
4.63342,3.02205,0
4.63352,2.92214,0
4.63361,2.2478,0
4.63371,3.1719,0
4.63381,2.64741,0
4.63391,3.1719,0
4.63401,1.39863,0
4.63411,3.1719,0
4.63421,3.69639,0
4.63431,3.09697,0
4.63441,2.89717,0
4.63451,1.87317,0
4.63461,2.048,0
4.63471,3.3717,0
4.63481,3.57151,0
4.63491,2.82224,0
4.63501,1.94809,0
4.63511,3.1719,0
4.63521,3.09697,0
4.63531,4.17092,0
4.63541,2.89717,0
4.63551,2.17288,0
4.63561,3.072,0
4.6357,2.52253,0
4.63581,1.79824,0
4.6359,2.92214,0
4.636,3.02205,0
4.6361,2.32273,0
4.6362,2.64741,0
4.6363,2.74731,0
4.6364,2.12293,0
4.6365,2.42263,0
4.6366,1.97307,0
4.6367,1.74829,0
4.6368,3.24683,0
4.6369,2.59746,0
4.637,1.49854,0
4.6371,2.27278,0
4.6372,3.22185,0
4.6373,2.12293,0
4.6374,3.74634,0
4.6375,4.07102,0
4.6376,4.096,0
4.63769,4.07102,0
4.63779,4.52058,0
4.63789,3.09697,0
4.63799,3.64643,0
4.63809,3.89619,0
4.63819,2.74731,0
4.63829,3.32175,0
4.63839,3.32175,0
4.63849,3.62146,0
4.63859,2.99707,0
4.63869,2.52253,0
4.63879,3.67141,0
4.63889,3.89619,0
4.63899,3.47161,0
4.63909,4.34575,0
4.63919,2.89717,0
4.63929,2.79726,0
4.63939,2.69736,0
4.63949,4.22087,0
4.63959,3.87121,0
4.63969,3.79629,0
4.63978,3.14692,0
4.63988,4.07102,0
4.63998,3.87121,0
4.64008,3.072,0
4.64018,2.69736,0
4.64028,3.39668,0
4.64038,2.74731,0
4.64048,2.52253,0
4.64058,3.67141,0
4.64068,2.89717,0
4.64078,2.77229,0
4.64088,0.57444,0
4.64098,3.072,0
4.64108,2.72234,0
4.64118,2.74731,0
4.64128,2.57248,0
4.64138,2.89717,0
4.64148,1.89814,0
4.64157,3.34673,0
4.64168,1.37366,0
4.64178,2.2478,0
4.64187,3.19687,0
4.64197,3.34673,0
4.64207,1.39863,0
4.64217,3.14692,0
4.64227,3.42165,0
4.64237,2.67239,0
4.64247,2.3477,0
4.64257,1.64839,0
4.64267,3.59648,0
4.64277,3.09697,0
4.64287,2.62244,0
4.64297,2.32273,0
4.64307,3.2718,0
4.64317,2.62244,0
4.64327,2.69736,0
4.64337,3.3717,0
4.64347,2.94712,0
4.64357,2.59746,0
4.64367,3.04702,0
4.64376,2.77229,0
4.64386,3.04702,0
4.64396,3.82126,0
4.64406,3.04702,0
4.64416,2.19785,0
4.64426,2.27278,0
4.64436,3.47161,0
4.64446,3.09697,0
4.64456,3.09697,0
4.64466,3.1719,0
4.64476,3.32175,0
4.64486,2.97209,0
4.64496,1.84819,0
4.64506,3.32175,0
4.64516,2.19785,0
4.64526,3.47161,0
4.64536,3.22185,0
4.64546,2.59746,0
4.64555,3.09697,0
4.64565,2.84722,0
4.64575,2.62244,0
4.64585,3.09697,0
4.64595,2.82224,0
4.64605,2.77229,0
4.64615,2.29775,0
4.64625,1.84819,0
4.64635,2.92214,0
4.64645,2.57248,0
4.64655,2.07297,0
4.64665,2.94712,0
4.64675,2.27278,0
4.64685,2.64741,0
4.64695,2.32273,0
4.64705,3.1719,0
4.64715,2.72234,0
4.64725,2.59746,0
4.64735,2.52253,0
4.64745,2.52253,0
4.64755,3.47161,0
4.64764,1.64839,0
4.64774,3.52156,0
4.64784,3.1719,0
4.64794,2.74731,0
4.64804,3.92117,0
4.64814,3.14692,0
4.64824,2.3477,0
4.64834,3.79629,0
4.64844,3.34673,0
4.64854,2.54751,0
4.64864,3.02205,0
4.64874,3.44663,0
4.64884,2.44761,0
4.64894,1.97307,0
4.64904,2.67239,0
4.64914,2.64741,0
4.64924,2.62244,0
4.64934,2.87219,0
4.64944,3.12195,0
4.64954,3.52156,0
4.64964,2.52253,0
4.64973,2.37268,0
4.64983,2.27278,0
4.64993,2.22283,0
4.65003,3.59648,0
4.65013,1.72331,0
4.65023,1.92312,0
4.65033,3.3717,0
4.65043,2.77229,0
4.65053,2.27278,0
4.65063,1.89814,0
4.65073,2.52253,0
4.65083,2.64741,0
4.65093,2.92214,0
4.65103,3.072,0
4.65113,2.92214,0
4.65123,2.74731,0
4.65133,3.04702,0
4.65143,2.87219,0
4.65153,2.29775,0
4.65163,3.29678,0
4.65172,1.82322,0
4.65182,4.17092,0
4.65192,1.84819,0
4.65202,3.77131,0
4.65212,2.29775,0
4.65222,3.12195,0
4.65232,2.67239,0
4.65242,1.04898,0
4.65252,4.096,0
4.65262,1.84819,0
4.65272,2.62244,0
4.65282,3.1719,0
4.65292,3.04702,0
4.65302,1.89814,0
4.65312,1.99805,0
4.65322,4.12097,0
4.65332,2.52253,0
4.65342,2.84722,0
4.65351,4.72039,0
4.65362,1.24878,0
4.65372,3.57151,0
4.65381,2.62244,0
4.65391,2.59746,0
4.65401,2.97209,0
4.65411,2.82224,0
4.65421,2.39766,0
4.65431,2.52253,0
4.65441,3.39668,0
4.65451,3.14692,0
4.65461,2.47258,0
4.65471,2.62244,0
4.65481,3.19687,0
4.65491,1.19883,0
4.65501,1.57346,0
4.65511,3.47161,0
4.65521,2.72234,0
4.65531,1.94809,0
4.65541,2.07297,0
4.65551,2.22283,0
4.65561,3.67141,0
4.6557,2.92214,0
4.6558,2.59746,0
4.6559,2.64741,0
4.656,2.72234,0
4.6561,3.3717,0
4.6562,2.87219,0
4.6563,2.87219,0
4.6564,3.84624,0
4.6565,1.82322,0
4.6566,3.39668,0
4.6567,2.3477,0
4.6568,2.99707,0
4.6569,1.79824,0
4.657,2.77229,0
4.6571,1.89814,0
4.6572,2.44761,0
4.6573,2.79726,0
4.6574,2.97209,0
4.65749,3.24683,0
4.65759,3.57151,0
4.65769,2.07297,0
4.65779,2.92214,0
4.65789,2.27278,0
4.65799,1.99805,0
4.65809,1.87317,0
4.65819,3.14692,0
4.65829,2.92214,0
4.65839,2.57248,0
4.65849,2.62244,0
4.65859,2.32273,0
4.65869,2.52253,0
4.65879,1.97307,0
4.65889,1.62341,0
4.65899,3.2718,0
4.65909,2.57248,0
4.65919,1.92312,0
4.65929,2.29775,0
4.65939,1.77327,0
4.65949,2.74731,0
4.65958,2.22283,0
4.65968,3.67141,0
4.65978,2.62244,0
4.65988,2.67239,0
4.65998,2.62244,0
4.66008,2.89717,0
4.66018,2.89717,0
4.66028,3.42165,0
4.66038,2.99707,0
4.66048,3.12195,0
4.66058,1.57346,0
4.66068,2.64741,0
4.66078,2.54751,0
4.66088,2.2478,0
4.66098,3.072,0
4.66108,3.67141,0
4.66118,2.89717,0
4.66128,3.54653,0
4.66138,3.29678,0
4.66148,2.69736,0
4.66158,2.94712,0
4.66167,1.84819,0
4.66177,2.97209,0
4.66187,2.19785,0
4.66197,2.67239,0
4.66207,2.39766,0
4.66217,2.02302,0
4.66227,2.87219,0
4.66237,1.87317,0
4.66247,2.67239,0
4.66257,3.02205,0
4.66267,2.3477,0
4.66277,3.1719,0
4.66287,4.47063,0
4.66297,2.72234,0
4.66307,2.62244,0
4.66317,3.1719,0
4.66327,2.37268,0
4.66337,1.94809,0
4.66347,3.39668,0
4.66357,2.1479,0
4.66366,3.57151,0
4.66376,2.37268,0
4.66386,2.048,0
4.66396,2.44761,0
4.66406,2.57248,0
4.66416,2.64741,0
4.66426,2.32273,0
4.66436,2.82224,0
4.66446,2.32273,0
4.66456,2.2478,0
4.66466,2.2478,0
4.66476,2.89717,0
4.66486,2.39766,0
4.66496,2.67239,0
4.66506,2.97209,0
4.66516,2.3477,0
4.66526,2.89717,0
4.66536,2.84722,0
4.66545,2.84722,0
4.66556,1.39863,0
4.66566,2.52253,0
4.66575,1.69834,0
4.66585,3.34673,0
4.66595,2.27278,0
4.66605,1.82322,0
4.66615,3.1719,0
4.66625,2.048,0
4.66635,1.74829,0
4.66645,2.72234,0
4.66655,2.39766,0
4.66665,3.57151,0
4.66675,1.62341,0
4.66685,3.14692,0
4.66695,2.87219,0
4.66705,3.32175,0
4.66715,1.29873,0
4.66725,2.19785,0
4.66735,2.42263,0
4.66745,2.82224,0
4.66754,3.47161,0
4.66765,2.84722,0
4.66774,2.54751,0
4.66784,3.82126,0
4.66794,2.74731,0
4.66804,3.072,0
4.66814,2.69736,0
4.66824,2.2478,0
4.66834,2.17288,0
4.66844,2.29775,0
4.66854,3.12195,0
4.66864,3.24683,0
4.66874,2.02302,0
4.66884,2.94712,0
4.66894,2.67239,0
4.66904,3.69639,0
4.66914,2.94712,0
4.66924,2.22283,0
4.66934,2.74731,0
4.66944,2.72234,0
4.66953,1.54849,0
4.66963,2.69736,0
4.66973,2.42263,0
4.66983,2.3477,0
4.66993,4.07102,0
4.67003,1.54849,0
4.67013,2.27278,0
4.67023,2.39766,0
4.67033,2.52253,0
4.67043,2.29775,0
4.67053,2.42263,0
4.67063,3.49658,0
4.67073,2.19785,0
4.67083,3.14692,0
4.67093,2.32273,0
4.67103,4.37073,0
4.67113,2.02302,0
4.67123,3.22185,0
4.67133,4.54556,0
4.67143,3.072,0
4.67152,4.14595,0
4.67162,3.072,0
4.67172,4.07102,0
4.67182,1.79824,0
4.67192,2.64741,0
4.67202,3.22185,0
4.67212,2.92214,0
4.67222,2.62244,0
4.67232,2.69736,0
4.67242,2.37268,0
4.67252,2.47258,0
4.67262,2.12293,0
4.67272,1.44858,0
4.67282,2.32273,0
4.67292,2.52253,0
4.67302,3.62146,0
4.67312,3.3717,0
4.67322,2.84722,0
4.67332,3.62146,0
4.67342,2.1479,0
4.67352,4.04604,0
4.67361,2.44761,0
4.67371,2.92214,0
4.67381,3.04702,0
4.67391,4.37073,0
4.67401,1.34868,0
4.67411,1.79824,0
4.67421,4.12097,0
4.67431,2.69736,0
4.67441,1.84819,0
4.67451,2.07297,0
4.67461,3.92117,0
4.67471,3.62146,0
4.67481,3.57151,0
4.67491,2.97209,0
4.67501,3.14692,0
4.67511,3.14692,0
4.67521,0.34966,0
4.67531,2.42263,0
4.67541,3.02205,0
4.67551,2.87219,0
4.6756,2.69736,0
4.6757,2.1479,0
4.6758,3.52156,0
4.6759,3.2718,0
4.676,1.62341,0
4.6761,3.62146,0
4.6762,2.02302,0
4.6763,3.97112,0
4.6764,2.1479,0
4.6765,2.89717,0
4.6766,1.89814,0
4.6767,2.72234,0
4.6768,3.47161,0
4.6769,2.32273,0
4.677,3.74634,0
4.6771,3.39668,0
4.6772,3.57151,0
4.6773,2.54751,0
4.67739,2.37268,0
4.6775,2.97209,0
4.6776,2.82224,0
4.67769,2.048,0
4.67779,2.048,0
4.67789,1.94809,0
4.67799,3.19687,0
4.67809,2.17288,0
4.67819,2.37268,0
4.67829,2.77229,0
4.67839,1.94809,0
4.67849,2.94712,0
4.67859,2.27278,0
4.67869,2.2478,0
4.67879,2.1479,0
4.67889,3.12195,0
4.67899,3.34673,0
4.67909,3.49658,0
4.67919,5.14497,0
4.67929,2.44761,0
4.67939,3.1719,0
4.67948,2.3477,0
4.67959,2.89717,0
4.67968,2.19785,0
4.67978,2.49756,0
4.67988,1.1239,0
4.67998,3.64643,0
4.68008,2.44761,0
4.68018,3.47161,0
4.68028,2.1479,0
4.68038,2.49756,0
4.68048,2.22283,0
4.68058,1.72331,0
4.68068,3.97112,0
4.68078,3.14692,0
4.68088,2.39766,0
4.68098,2.79726,0
4.68108,1.17385,0
4.68118,2.59746,0
4.68128,2.52253,0
4.68138,3.12195,0
4.68147,1.99805,0
4.68157,2.12293,0
4.68167,2.62244,0
4.68177,3.22185,0
4.68187,2.39766,0
4.68197,2.82224,0
4.68207,1.74829,0
4.68217,2.49756,0
4.68227,1.77327,0
4.68237,3.14692,0
4.68247,0.62439,0
4.68257,1.32371,0
4.68267,1.62341,0
4.68277,1.79824,0
4.68287,2.3477,0
4.68297,3.04702,0
4.68307,1.97307,0
4.68317,2.84722,0
4.68327,2.57248,0
4.68337,3.22185,0
4.68347,2.67239,0
4.68356,2.44761,0
4.68366,3.54653,0
4.68376,2.12293,0
4.68386,2.54751,0
4.68396,1.47356,0
4.68406,2.27278,0
4.68416,2.84722,0
4.68426,2.1479,0
4.68436,1.54849,0
4.68446,3.92117,0
4.68456,2.2478,0
4.68466,2.12293,0
4.68476,2.27278,0
4.68486,1.99805,0
4.68496,3.54653,0
4.68506,2.22283,0
4.68516,3.12195,0
4.68526,2.92214,0
4.68536,1.67336,0
4.68546,4.04604,0
4.68555,2.52253,0
4.68565,2.94712,0
4.68575,1.49854,0
4.68585,3.77131,0
4.68595,2.69736,0
4.68605,1.94809,0
4.68615,2.84722,0
4.68625,2.69736,0
4.68635,3.29678,0
4.68645,1.64839,0
4.68655,2.89717,0
4.68665,2.09795,0
4.68675,2.89717,0
4.68685,5.12,0
4.68695,4.77034,0
4.68705,4.17092,0
4.68715,2.048,0
4.68725,3.72136,0
4.68735,2.67239,0
4.68745,3.09697,0
4.68754,1.82322,0
4.68764,2.27278,0
4.68774,3.42165,0
4.68784,2.82224,0
4.68794,2.54751,0
4.68804,2.27278,0
4.68814,2.72234,0
4.68824,2.82224,0
4.68834,2.99707,0
4.68844,3.79629,0
4.68854,2.44761,0
4.68864,3.04702,0
4.68874,3.29678,0
4.68884,3.09697,0
4.68894,1.97307,0
4.68904,2.77229,0
4.68914,3.12195,0
4.68924,2.02302,0
4.68933,2.2478,0
4.68943,2.77229,0
4.68954,1.82322,0
4.68963,3.072,0
4.68973,1.84819,0
4.68983,3.79629,0
4.68993,3.97112,0
4.69003,2.92214,0
4.69013,2.84722,0
4.69023,0.97405,0
4.69033,1.69834,0
4.69043,1.52351,0
4.69053,2.92214,0
4.69063,2.82224,0
4.69073,1.57346,0
4.69083,2.22283,0
4.69093,2.52253,0
4.69103,3.22185,0
4.69113,2.92214,0
4.69123,3.67141,0
4.69133,1.2238,0
4.69142,5.02009,0
4.69153,1.42361,0
4.69162,3.52156,0
4.69172,2.37268,0
4.69182,4.1959,0
4.69192,1.54849,0
4.69202,3.62146,0
4.69212,3.2718,0
4.69222,2.62244,0
4.69232,2.77229,0
4.69242,2.99707,0
4.69252,2.72234,0
4.69262,3.52156,0
4.69272,1.94809,0
4.69282,3.32175,0
4.69292,3.24683,0
4.69302,2.39766,0
4.69312,1.92312,0
4.69322,1.87317,0
4.69332,2.74731,0
4.69341,2.99707,0
4.69351,3.39668,0
4.69361,2.27278,0
4.69371,2.67239,0
4.69381,3.67141,0
4.69391,3.22185,0
4.69401,3.32175,0
4.69411,3.82126,0
4.69421,2.94712,0
4.69431,2.42263,0
4.69441,2.3477,0
4.69451,3.29678,0
4.69461,3.29678,0
4.69471,3.54653,0
4.69481,2.57248,0
4.69491,3.04702,0
4.69501,2.97209,0
4.69511,2.84722,0
4.69521,3.04702,0
4.69531,2.44761,0
4.69541,2.79726,0
4.6955,3.29678,0
4.6956,3.09697,0
4.6957,3.59648,0
4.6958,1.17385,0
4.6959,3.42165,0
4.696,4.02107,0
4.6961,2.2478,0
4.6962,3.24683,0
4.6963,2.59746,0
4.6964,3.64643,0
4.6965,3.09697,0
4.6966,3.072,0
4.6967,2.97209,0
4.6968,1.64839,0
4.6969,3.44663,0
4.697,2.77229,0
4.6971,3.072,0
4.6972,2.29775,0
4.6973,2.89717,0
4.6974,2.32273,0
4.6975,3.94614,0
4.69759,2.84722,0
4.69769,2.79726,0
4.69779,3.62146,0
4.69789,2.47258,0
4.69799,2.42263,0
4.69809,3.49658,0
4.69819,2.79726,0
4.69829,3.29678,0
4.69839,1.84819,0
4.69849,3.44663,0
4.69859,2.29775,0
4.69869,2.99707,0
4.69879,2.74731,0
4.69889,3.67141,0
4.69899,3.84624,0
4.69909,2.74731,0
4.69919,3.04702,0
4.69929,3.04702,0
4.69939,3.32175,0
4.69948,2.59746,0
4.69958,2.07297,0
4.69968,4.3957,0
4.69978,3.14692,0
4.69988,2.84722,0
4.69998,3.24683,0
4.70008,1.72331,0
4.70018,2.69736,0
4.70028,2.47258,0
4.70038,1.82322,0
4.70048,2.54751,0
4.70058,2.84722,0
4.70068,1.99805,0
4.70078,2.82224,0
4.70088,3.67141,0
4.70098,2.92214,0
4.70108,1.49854,0
4.70118,2.12293,0
4.70127,2.77229,0
4.70137,2.87219,0
4.70148,2.17288,0
4.70157,2.37268,0
4.70167,3.99609,0
4.70177,2.84722,0
4.70187,3.02205,0
4.70197,2.84722,0
4.70207,2.69736,0
4.70217,2.82224,0
4.70227,2.048,0
4.70237,1.64839,0
4.70247,3.89619,0
4.70257,2.87219,0
4.70267,4.17092,0
4.70277,3.64643,0
4.70287,2.72234,0
4.70297,2.82224,0
4.70307,3.62146,0
4.70317,1.82322,0
4.70327,2.2478,0
4.70336,1.94809,0
4.70346,2.87219,0
4.70356,2.32273,0
4.70366,2.74731,0
4.70376,2.74731,0
4.70386,2.69736,0
4.70396,1.79824,0
4.70406,2.3477,0
4.70416,3.12195,0
4.70426,2.84722,0
4.70436,3.29678,0
4.70446,3.22185,0
4.70456,2.97209,0
4.70466,2.64741,0
4.70476,4.89521,0
4.70486,4.44565,0
4.70496,3.42165,0
4.70506,2.87219,0
4.70516,3.19687,0
4.70526,3.22185,0
4.70536,3.09697,0
4.70545,2.92214,0
4.70555,3.47161,0
4.70565,1.79824,0
4.70575,3.072,0
4.70585,2.77229,0
4.70595,2.87219,0
4.70605,3.39668,0
4.70615,4.57053,0
4.70625,4.24585,0
4.70635,5.4197,0
4.70645,2.29775,0
4.70655,5.3198,0
4.70665,2.32273,0
4.70675,2.97209,0
4.70685,4.92019,0
4.70695,2.07297,0
4.70705,2.82224,0
4.70715,3.24683,0
4.70725,4.24585,0
4.70735,2.59746,0
4.70744,4.84526,0
4.70754,3.072,0
4.70764,3.09697,0
4.70774,2.77229,0
4.70784,3.32175,0
4.70794,2.64741,0
4.70804,3.52156,0
4.70814,2.57248,0
4.70824,2.3477,0
4.70834,2.77229,0
4.70844,2.29775,0
4.70854,1.99805,0
4.70864,1.89814,0
4.70874,3.32175,0
4.70884,3.52156,0
4.70894,4.17092,0
4.70904,3.49658,0
4.70914,2.47258,0
4.70924,1.97307,0
4.70934,2.07297,0
4.70944,3.89619,0
4.70953,1.94809,0
4.70963,2.54751,0
4.70973,1.14888,0
4.70983,2.59746,0
4.70993,2.87219,0
4.71003,2.92214,0
4.71013,2.12293,0
4.71023,3.02205,0
4.71033,2.69736,0
4.71043,2.59746,0
4.71053,2.92214,0
4.71063,5.29482,0
4.71073,3.02205,0
4.71083,2.3477,0
4.71093,2.87219,0
4.71103,4.79531,0
4.71113,3.19687,0
4.71123,3.24683,0
4.71133,3.77131,0
4.71142,2.54751,0
4.71152,3.44663,0
4.71162,2.84722,0
4.71172,2.72234,0
4.71182,3.84624,0
4.71192,2.74731,0
4.71202,2.67239,0
4.71212,3.79629,0
4.71222,2.32273,0
4.71232,2.42263,0
4.71242,4.04604,0
4.71252,3.2718,0
4.71262,3.92117,0
4.71272,2.97209,0
4.71282,3.12195,0
4.71292,4.04604,0
4.71302,3.47161,0
4.71312,1.54849,0
4.71321,2.37268,0
4.71331,1.94809,0
4.71342,2.67239,0
4.71351,3.02205,0
4.71361,3.74634,0
4.71371,3.87121,0
4.71381,3.24683,0
4.71391,2.19785,0
4.71401,4.02107,0
4.71411,2.52253,0
4.71421,3.32175,0
4.71431,4.02107,0
4.71441,2.84722,0
4.71451,2.2478,0
4.71461,2.87219,0
4.71471,2.2478,0
4.71481,4.44565,0
4.71491,2.27278,0
4.71501,3.39668,0
4.71511,4.04604,0
4.71521,2.3477,0
4.7153,2.79726,0
4.7154,1.99805,0
4.7155,2.1479,0
4.7156,2.62244,0
4.7157,2.07297,0
4.7158,2.54751,0
4.7159,2.3477,0
4.716,2.74731,0
4.7161,3.3717,0
4.7162,2.84722,0
4.7163,2.69736,0
4.7164,3.57151,0
4.7165,2.97209,0
4.7166,3.57151,0
4.7167,3.87121,0
4.7168,2.99707,0
4.7169,3.64643,0
4.717,3.79629,0
4.7171,4.37073,0
4.7172,4.2958,0
4.7173,3.09697,0
4.71739,2.74731,0
4.71749,3.77131,0
4.71759,3.57151,0
4.71769,3.072,0
4.71779,1.99805,0
4.71789,3.49658,0
4.71799,4.62048,0
4.71809,4.44565,0
4.71819,1.92312,0
4.71829,2.69736,0
4.71839,1.29873,0
4.71849,2.1479,0
4.71859,0.89912,0
4.71869,3.69639,0
4.71879,2.048,0
4.71889,3.49658,0
4.71899,2.67239,0
4.71909,2.44761,0
4.71919,2.1479,0
4.71929,2.22283,0
4.71938,2.62244,0
4.71948,2.77229,0
4.71958,3.29678,0
4.71968,1.79824,0
4.71978,3.29678,0
4.71988,1.97307,0
4.71998,3.57151,0
4.72008,2.49756,0
4.72018,3.72136,0
4.72028,2.19785,0
4.72038,1.69834,0
4.72048,1.49854,0
4.72058,2.39766,0
4.72068,2.92214,0
4.72078,1.82322,0
4.72088,2.22283,0
4.72098,3.12195,0
4.72108,2.1479,0
4.72118,2.54751,0
4.72128,3.14692,0
4.72138,2.19785,0
4.72147,2.19785,0
4.72157,1.62341,0
4.72167,2.69736,0
4.72177,3.19687,0
4.72187,2.84722,0
4.72197,2.3477,0
4.72207,2.99707,0
4.72217,2.2478,0
4.72227,2.02302,0
4.72237,3.72136,0
4.72247,3.62146,0
4.72257,1.49854,0
4.72267,5.26985,0
4.72277,2.44761,0
4.72287,3.67141,0
4.72297,3.47161,0
4.72307,2.79726,0
4.72317,1.94809,0
4.72326,2.84722,0
4.72336,2.09795,0
4.72346,3.02205,0
4.72356,0.42458,0
4.72366,3.67141,0
4.72376,2.048,0
4.72386,1.97307,0
4.72396,2.37268,0
4.72406,2.74731,0
4.72416,3.47161,0
4.72426,2.67239,0
4.72436,3.02205,0
4.72446,3.49658,0
4.72456,2.49756,0
4.72466,2.62244,0
4.72476,4.096,0
4.72486,3.02205,0
4.72496,3.44663,0
4.72506,1.94809,0
4.72516,3.04702,0
4.72525,2.57248,0
4.72536,3.14692,0
4.72545,2.82224,0
4.72555,3.14692,0
4.72565,2.44761,0
4.72575,2.22283,0
4.72585,1.74829,0
4.72595,3.67141,0
4.72605,2.27278,0
4.72615,1.69834,0
4.72625,2.1479,0
4.72635,1.99805,0
4.72645,1.47356,0
4.72655,3.1719,0
4.72665,1.2238,0
4.72675,3.67141,0
4.72685,3.64643,0
4.72695,3.3717,0
4.72705,2.42263,0
4.72715,2.02302,0
4.72724,2.32273,0
4.72734,2.32273,0
4.72744,3.09697,0
4.72754,1.2238,0
4.72764,2.97209,0
4.72774,2.44761,0
4.72784,3.3717,0
4.72794,2.92214,0
4.72804,2.29775,0
4.72814,2.82224,0
4.72824,2.42263,0
4.72834,3.72136,0
4.72844,2.27278,0
4.72854,1.39863,0
4.72864,4.24585,0
4.72874,3.47161,0
4.72884,2.69736,0
4.72894,1.89814,0
4.72904,3.072,0
4.72914,4.62048,0
4.72924,4.04604,0
4.72933,4.2958,0
4.72943,2.62244,0
4.72953,2.44761,0
4.72963,2.52253,0
4.72973,1.52351,0
4.72983,2.62244,0
4.72993,2.94712,0
4.73003,2.97209,0
4.73013,2.49756,0
4.73023,2.62244,0
4.73033,3.19687,0
4.73043,2.69736,0
4.73053,2.29775,0
4.73063,3.99609,0
4.73073,2.59746,0
4.73083,1.47356,0
4.73093,3.59648,0
4.73103,2.09795,0
4.73112,1.77327,0
4.73123,2.57248,0
4.73133,2.82224,0
4.73142,2.64741,0
4.73152,1.62341,0
4.73162,2.74731,0
4.73172,1.99805,0
4.73182,3.12195,0
4.73192,2.27278,0
4.73202,3.62146,0
4.73212,2.17288,0
4.73222,3.74634,0
4.73232,1.52351,0
4.73242,3.89619,0
4.73252,1.97307,0
4.73262,2.44761,0
4.73272,3.77131,0
4.73282,2.67239,0
4.73292,3.42165,0
4.73302,3.2718,0
4.73312,2.49756,0
4.73322,2.47258,0
4.73332,3.49658,0
4.73341,3.34673,0
4.73351,1.67336,0
4.73361,2.57248,0
4.73371,3.57151,0
4.73381,2.37268,0
4.73391,2.74731,0
4.73401,3.29678,0
4.73411,2.39766,0
4.73421,3.09697,0
4.73431,3.32175,0
4.73441,3.02205,0
4.73451,3.49658,0
4.73461,3.72136,0
4.73471,1.34868,0
4.73481,3.44663,0
4.73491,5.4197,0
4.73501,2.39766,0
4.73511,4.22087,0
4.7352,2.94712,0
4.7353,3.3717,0
4.7354,3.14692,0
4.7355,2.3477,0
4.7356,3.34673,0
4.7357,2.69736,0
4.7358,2.74731,0
4.7359,2.82224,0
4.736,4.04604,0
4.7361,1.94809,0
4.7362,3.29678,0
4.7363,2.94712,0
4.7364,3.57151,0
4.7365,2.74731,0
4.7366,3.52156,0
4.7367,2.3477,0
4.7368,2.17288,0
4.7369,4.24585,0
4.737,2.54751,0
4.7371,2.49756,0
4.73719,3.02205,0
4.73729,2.27278,0
4.73739,2.62244,0
4.73749,3.24683,0
4.73759,2.44761,0
4.73769,3.02205,0
4.73779,2.57248,0
4.73789,2.94712,0
4.73799,2.32273,0
