Time,Noisy current,Channels
0.05234,3.02205,0
0.05244,3.22185,0
0.05254,2.62244,0
0.05264,0.82419,0
0.05273,2.12293,0
0.05283,1.69834,0
0.05293,3.39668,0
0.05303,2.92214,0
0.05313,2.64741,0
0.05323,3.1719,0
0.05333,2.99707,0
0.05343,4.24585,0
0.05353,3.54653,0
0.05363,2.1479,0
0.05373,3.72136,0
0.05383,2.74731,0
0.05393,1.94809,0
0.05403,3.29678,0
0.05413,2.72234,0
0.05423,4.12097,0
0.05433,2.84722,0
0.05443,2.07297,0
0.05453,1.89814,0
0.05463,1.32371,0
0.05473,3.29678,0
0.05482,2.97209,0
0.05492,1.79824,0
0.05502,3.44663,0
0.05512,1.92312,0
0.05522,1.74829,0
0.05532,3.09697,0
0.05542,3.59648,0
0.05552,2.3477,0
0.05562,1.2238,0
0.05572,2.57248,0
0.05582,3.24683,0
0.05592,2.99707,0
0.05602,2.2478,0
0.05612,3.34673,0
0.05622,2.59746,0
0.05632,2.67239,0
0.05642,2.74731,0
0.05652,2.82224,0
0.05662,3.84624,0
0.05672,1.42361,0
0.05681,3.72136,0
0.05691,3.84624,0
0.05701,2.29775,0
0.05711,2.42263,0
0.05721,3.97112,0
0.05731,1.19883,0
0.05741,2.87219,0
0.05751,2.89717,0
0.05761,1.82322,0
0.05771,2.67239,0
0.05781,3.39668,0
0.05791,1.84819,0
0.05801,2.89717,0
0.05811,2.29775,0
0.05821,2.54751,0
0.05831,2.37268,0
0.05841,2.92214,0
0.05851,3.42165,0
0.05861,3.19687,0
0.05871,2.97209,0
0.0588,2.82224,0
0.0589,1.82322,0
0.059,2.67239,0
0.0591,1.82322,0
0.0592,2.52253,0
0.0593,3.47161,0
0.0594,3.34673,0
0.0595,3.24683,0
0.0596,3.3717,0
0.0597,1.97307,0
0.0598,2.82224,0
0.0599,2.19785,0
0.06,2.29775,0
0.0601,3.62146,0
0.0602,3.072,0
0.0603,2.94712,0
0.0604,2.62244,0
0.0605,1.54849,0
0.0606,2.32273,0
0.06069,2.2478,0
0.06079,2.3477,0
0.06089,1.49854,0
0.06099,3.32175,0
0.06109,2.92214,0
0.06119,2.87219,0
0.06129,1.87317,0
0.06139,1.89814,0
0.06149,3.24683,0
0.06159,2.94712,0
0.06169,3.84624,0
0.06179,3.32175,0
0.06189,3.79629,0
0.06199,3.74634,0
0.06209,2.17288,0
0.06219,3.69639,0
0.06229,3.072,0
0.06239,2.82224,0
0.06249,3.44663,0
0.06259,3.52156,0
0.06269,3.2718,0
0.06278,3.22185,0
0.06288,2.27278,0
0.06298,2.52253,0
0.06308,3.99609,0
0.06318,3.3717,0
0.06328,4.2958,0
0.06338,2.47258,0
0.06348,3.34673,0
0.06358,2.99707,0
0.06368,2.47258,0
0.06378,3.72136,0
0.06388,4.27083,0
0.06398,2.47258,0
0.06408,3.44663,0
0.06418,3.87121,0
0.06428,2.54751,0
0.06438,3.19687,0
0.06448,2.52253,0
0.06458,3.34673,0
0.06467,3.1719,0
0.06477,2.1479,0
0.06487,2.07297,0
0.06497,3.12195,0
0.06507,2.49756,0
0.06517,3.52156,0
0.06527,1.89814,0
0.06537,2.47258,0
0.06547,3.87121,0
0.06557,3.52156,0
0.06567,2.94712,0
0.06577,2.87219,0
0.06587,2.82224,0
0.06597,3.59648,0
0.06607,3.59648,0
0.06617,2.89717,0
0.06627,3.19687,0
0.06637,2.59746,0
0.06647,2.77229,0
0.06657,3.14692,0
0.06667,2.84722,0
0.06676,2.89717,0
0.06686,1.92312,0
0.06696,1.79824,0
0.06706,2.47258,0
0.06716,2.89717,0
0.06726,2.64741,0
0.06736,2.49756,0
0.06746,2.42263,0
0.06756,2.94712,0
0.06766,2.52253,0
0.06776,2.77229,0
0.06786,3.22185,0
0.06796,2.77229,0
0.06806,2.37268,0
0.06816,2.92214,0
0.06826,2.57248,0
0.06836,2.62244,0
0.06846,1.97307,0
0.06856,1.99805,0
0.06865,2.62244,0
0.06875,2.3477,0
0.06885,3.12195,0
0.06895,3.52156,0
0.06905,2.27278,0
0.06915,2.32273,0
0.06925,2.79726,0
0.06935,2.82224,0
0.06945,3.47161,0
0.06955,1.82322,0
0.06965,3.04702,0
0.06975,2.1479,0
0.06985,3.072,0
0.06995,1.87317,0
0.07005,4.17092,0
0.07015,2.37268,0
0.07025,1.79824,0
0.07035,2.27278,0
0.07045,3.52156,0
0.07055,3.32175,0
0.07064,1.94809,0
0.07074,2.32273,0
0.07084,2.64741,0
0.07094,2.07297,0
0.07104,3.1719,0
0.07114,2.19785,0
0.07124,1.74829,0
0.07134,2.87219,0
0.07144,2.048,0
0.07154,2.2478,0
0.07164,3.14692,0
0.07174,2.3477,0
0.07184,2.79726,0
0.07194,2.79726,0
0.07204,2.87219,0
0.07214,3.47161,0
0.07224,2.67239,0
0.07234,1.97307,0
0.07244,3.49658,0
0.07254,3.04702,0
0.07264,2.79726,0
0.07273,2.99707,0
0.07283,2.94712,0
0.07293,2.84722,0
0.07303,3.32175,0
0.07313,3.77131,0
0.07323,3.09697,0
0.07333,3.09697,0
0.07343,2.39766,0
0.07353,2.59746,0
0.07363,2.59746,0
0.07373,2.84722,0
0.07383,1.39863,0
0.07393,4.02107,0
0.07403,1.17385,0
0.07413,2.74731,0
0.07423,1.84819,0
0.07433,2.99707,0
0.07443,2.39766,0
0.07453,3.3717,0
0.07462,1.94809,0
0.07472,3.79629,0
0.07482,2.74731,0
0.07492,2.57248,0
0.07502,2.2478,0
0.07512,1.59844,0
0.07522,2.87219,0
0.07532,1.59844,0
0.07542,2.59746,0
0.07552,2.02302,0
0.07562,2.64741,0
0.07572,2.74731,0
0.07582,3.84624,0
0.07592,3.04702,0
0.07602,1.89814,0
0.07612,2.47258,0
0.07622,1.77327,0
0.07632,2.44761,0
0.07642,2.47258,0
0.07652,3.14692,0
0.07662,2.07297,0
0.07671,2.29775,0
0.07681,2.32273,0
0.07691,2.79726,0
0.07701,3.02205,0
0.07711,2.22283,0
0.07721,2.27278,0
0.07731,2.64741,0
0.07741,3.19687,0
0.07751,1.14888,0
0.07761,3.29678,0
0.07771,2.32273,0
0.07781,2.72234,0
0.07791,3.47161,0
0.07801,2.84722,0
0.07811,2.84722,0
0.07821,1.84819,0
0.07831,2.57248,0
0.07841,3.12195,0
0.07851,2.3477,0
0.0786,2.64741,0
0.0787,1.99805,0
0.0788,3.32175,0
0.0789,2.79726,0
0.079,2.87219,0
0.0791,2.82224,0
0.0792,4.096,0
0.0793,2.32273,0
0.0794,3.87121,0
0.0795,1.79824,0
0.0796,3.39668,0
0.0797,4.096,0
0.0798,3.72136,0
0.0799,2.84722,0
0.08,4.27083,0
0.0801,3.2718,0
0.0802,3.22185,0
0.0803,2.19785,0
0.0804,3.77131,0
0.0805,2.72234,0
0.0806,1.92312,0
0.08069,2.87219,0
0.08079,2.19785,0
0.08089,3.32175,0
0.08099,2.3477,0
0.08109,3.74634,0
0.08119,2.22283,0
0.08129,3.1719,0
0.08139,3.24683,0
0.08149,2.49756,0
0.08159,2.27278,0
0.08169,3.3717,0
0.08179,4.04604,0
0.08189,3.22185,0
0.08199,2.02302,0
0.08209,2.74731,0
0.08219,2.048,0
0.08229,3.22185,0
0.08239,3.84624,0
0.08249,4.096,0
0.08259,2.29775,0
0.08268,2.3477,0
0.08278,2.84722,0
0.08288,3.39668,0
0.08298,2.72234,0
0.08308,2.17288,0
0.08318,4.17092,0
0.08328,2.64741,0
0.08338,3.34673,0
0.08348,2.3477,0
0.08358,1.77327,0
0.08368,1.94809,0
0.08378,2.59746,0
0.08388,3.12195,0
0.08398,3.44663,0
0.08408,3.072,0
0.08418,2.72234,0
0.08428,1.34868,0
0.08438,3.24683,0
0.08448,1.92312,0
0.08457,4.3957,0
0.08467,2.2478,0
0.08477,2.3477,0
0.08487,2.39766,0
0.08497,2.59746,0
0.08507,1.84819,0
0.08517,3.59648,0
0.08527,2.12293,0
0.08537,2.74731,0
0.08547,3.67141,0
0.08557,2.67239,0
0.08567,2.44761,0
0.08577,2.12293,0
0.08587,3.62146,0
0.08597,3.04702,0
0.08607,3.84624,0
0.08617,1.29873,0
0.08627,2.39766,0
0.08637,2.048,0
0.08647,2.54751,0
0.08657,2.89717,0
0.08666,3.22185,0
0.08676,3.94614,0
0.08686,3.2718,0
0.08696,3.57151,0
0.08706,4.2958,0
0.08716,3.52156,0
0.08726,4.37073,0
0.08736,3.12195,0
0.08746,3.52156,0
0.08756,2.62244,0
0.08766,2.49756,0
0.08776,1.67336,0
0.08786,3.02205,0
0.08796,3.42165,0
0.08806,2.62244,0
0.08816,1.04898,0
0.08826,3.47161,0
0.08836,1.24878,0
0.08846,3.99609,0
0.08855,3.14692,0
0.08865,2.57248,0
0.08875,1.89814,0
0.08885,3.92117,0
0.08895,3.59648,0
0.08905,2.89717,0
0.08915,2.52253,0
0.08925,3.04702,0
0.08935,2.89717,0
0.08945,2.44761,0
0.08955,2.52253,0
0.08965,2.2478,0
0.08975,3.19687,0
0.08985,1.72331,0
0.08995,2.12293,0
0.09005,3.47161,0
0.09015,2.22283,0
0.09025,3.52156,0
0.09035,3.69639,0
0.09045,1.14888,0
0.09055,1.92312,0
0.09064,3.1719,0
0.09074,3.32175,0
0.09084,2.29775,0
0.09094,2.3477,0
0.09104,2.89717,0
0.09114,3.02205,0
0.09124,2.44761,0
0.09134,2.12293,0
0.09144,3.12195,0
0.09154,2.57248,0
0.09164,3.072,0
0.09174,2.3477,0
0.09184,4.77034,0
0.09194,3.02205,0
0.09204,2.82224,0
0.09214,2.49756,0
0.09224,2.62244,0
0.09234,3.22185,0
0.09244,2.29775,0
0.09254,3.14692,0
0.09263,2.07297,0
0.09273,3.22185,0
0.09283,1.84819,0
0.09293,2.44761,0
0.09303,3.79629,0
0.09313,2.048,0
0.09323,2.59746,0
0.09333,2.12293,0
0.09343,3.072,0
0.09353,3.32175,0
0.09363,3.12195,0
0.09373,2.77229,0
0.09383,2.99707,0
0.09393,1.92312,0
0.09403,2.79726,0
0.09413,3.072,0
0.09423,4.57053,0
0.09433,2.72234,0
0.09443,3.64643,0
0.09452,2.99707,0
0.09462,2.72234,0
0.09472,3.54653,0
0.09482,1.87317,0
0.09492,2.87219,0
0.09502,2.72234,0
0.09512,2.72234,0
0.09522,3.52156,0
0.09532,2.49756,0
0.09542,2.89717,0
0.09552,3.14692,0
0.09562,3.39668,0
0.09572,1.94809,0
0.09582,3.72136,0
0.09592,3.1719,0
0.09602,2.42263,0
0.09612,3.49658,0
0.09622,3.22185,0
0.09632,3.92117,0
0.09642,3.62146,0
0.09652,2.97209,0
0.09661,3.19687,0
0.09671,2.44761,0
0.09681,2.69736,0
0.09691,2.97209,0
0.09701,2.67239,0
0.09711,3.1719,0
0.09721,3.19687,0
0.09731,2.47258,0
0.09741,3.84624,0
0.09751,2.07297,0
0.09761,2.32273,0
0.09771,2.2478,0
0.09781,2.82224,0
0.09791,3.24683,0
0.09801,2.99707,0
0.09811,2.49756,0
0.09821,2.39766,0
0.09831,1.89814,0
0.09841,2.67239,0
0.0985,3.52156,0
0.0986,3.29678,0
0.0987,4.14595,0
0.0988,4.17092,0
0.0989,3.34673,0
0.099,3.44663,0
0.0991,3.49658,0
0.0992,2.72234,0
0.0993,2.87219,0
0.0994,2.64741,0
0.0995,3.12195,0
0.0996,2.37268,0
0.0997,2.69736,0
0.0998,2.99707,0
0.0999,2.77229,0
0.1,2.74731,0
0.1001,2.54751,0
0.1002,4.24585,0
0.1003,3.62146,0
0.1004,3.39668,0
0.1005,3.24683,0
0.10059,3.04702,0
0.10069,3.2718,0
0.10079,4.42068,0
0.10089,2.99707,0
0.10099,2.3477,0
0.10109,3.62146,0
0.10119,4.79531,0
0.10129,3.14692,0
0.10139,3.04702,0
0.10149,1.62341,0
0.10159,3.42165,0
0.10169,2.79726,0
0.10179,1.44858,0
0.10189,3.19687,0
0.10199,1.92312,0
0.10209,2.07297,0
0.10219,2.12293,0
0.10229,2.27278,0
0.10239,3.69639,0
0.10249,1.44858,0
0.10258,3.34673,0
0.10268,2.32273,0
0.10278,3.89619,0
0.10288,2.99707,0
0.10298,2.57248,0
0.10308,2.19785,0
0.10318,3.62146,0
0.10328,2.1479,0
0.10338,3.69639,0
0.10348,2.84722,0
0.10358,1.94809,0
0.10368,4.34575,0
0.10378,2.59746,0
0.10388,2.89717,0
0.10398,2.87219,0
0.10408,2.39766,0
0.10418,2.37268,0
0.10428,2.3477,0
0.10438,2.62244,0
0.10448,3.54653,0
0.10457,2.17288,0
0.10467,2.62244,0
0.10477,2.67239,0
0.10487,2.89717,0
0.10497,3.82126,0
0.10507,0.64937,0
0.10517,2.49756,0
0.10527,1.27376,0
0.10537,1.09893,0
0.10547,2.39766,0
0.10557,2.89717,0
0.10567,2.44761,0
0.10577,2.17288,0
0.10587,3.3717,0
0.10597,1.29873,0
0.10607,1.84819,0
0.10617,2.52253,0
0.10627,2.87219,0
0.10637,2.94712,0
0.10647,1.89814,0
0.10656,2.02302,0
0.10666,1.87317,0
0.10676,2.59746,0
0.10686,1.72331,0
0.10696,2.49756,0
0.10706,2.54751,0
0.10716,2.64741,0
0.10726,1.89814,0
0.10736,2.87219,0
0.10746,2.52253,0
0.10756,2.39766,0
0.10766,3.72136,0
0.10776,2.22283,0
0.10786,3.14692,0
0.10796,3.12195,0
0.10806,2.048,0
0.10816,2.97209,0
0.10826,3.34673,0
0.10836,3.39668,0
0.10846,2.37268,0
0.10855,3.57151,0
0.10865,2.47258,0
0.10875,2.42263,0
0.10885,3.19687,0
0.10895,2.17288,0
0.10905,2.54751,0
0.10915,2.79726,0
0.10925,2.32273,0
0.10935,3.3717,0
0.10945,5.09502,0
0.10955,4.1959,0
0.10965,2.2478,0
0.10975,2.22283,0
0.10985,3.29678,0
0.10995,2.74731,0
0.11005,3.44663,0
0.11015,2.77229,0
0.11025,2.92214,0
0.11035,3.54653,0
0.11045,3.09697,0
0.11054,2.44761,0
0.11064,2.49756,0
0.11074,1.79824,0
0.11084,3.44663,0
0.11094,3.54653,0
0.11104,3.072,0
0.11114,3.82126,0
0.11124,2.17288,0
0.11134,3.44663,0
0.11144,3.62146,0
0.11154,2.048,0
0.11164,3.77131,0
0.11174,2.64741,0
0.11184,1.79824,0
0.11194,2.44761,0
0.11204,3.87121,0
0.11214,2.17288,0
0.11224,2.94712,0
0.11234,2.02302,0
0.11243,1.97307,0
0.11253,2.2478,0
0.11263,2.92214,0
0.11273,2.79726,0
0.11283,3.94614,0
0.11293,3.09697,0
0.11303,3.79629,0
0.11313,3.19687,0
0.11323,4.82029,0
0.11333,4.04604,0
0.11343,3.67141,0
0.11353,2.44761,0
0.11363,2.84722,0
0.11373,3.22185,0
0.11383,3.14692,0
0.11393,3.44663,0
0.11403,2.79726,0
0.11413,3.49658,0
0.11423,2.07297,0
0.11433,3.04702,0
0.11443,4.44565,0
0.11452,3.24683,0
0.11462,3.02205,0
0.11472,1.67336,0
0.11482,2.89717,0
0.11492,3.12195,0
0.11502,4.64546,0
0.11512,2.52253,0
0.11522,2.84722,0
0.11532,3.04702,0
0.11542,3.32175,0
0.11552,3.04702,0
0.11562,3.09697,0
0.11572,2.92214,0
0.11582,1.99805,0
0.11592,3.29678,0
